Island,SamplingYear,GridCode,TrapDate,NightNumber,TrapNumber,TrapResult,Pittag,CaptureType,Sex,AgeClass,Weight,Weight_units,BodyCondition,ReproductiveStatus,Vaccinations
SRI,2014,AS,2014-08-11T00:00:00Z,6,10,FOX,982000163653002,R2,Female,2,2.01,kg,2,"NA",NA
SRI,2014,AS,2014-08-11T00:00:00Z,6,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,AS,2014-08-11T00:00:00Z,6,12,FOX,982000190723727,R2,Male,2,2.37,kg,3,TD,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,1,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,2,SKUNK,989001000415635,N,Male,NA,830,g,3,TD,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,5,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,7,FOX,989001001238993,P,Male,1,2.16,kg,2,TD,R
SRI,2014,BC,2014-08-06T00:00:00Z,1,8,FOX,4B0A031439,P,Female,2,2.27,kg,2,SL,R
SRI,2014,BC,2014-08-06T00:00:00Z,1,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,10,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,11,SKUNK,989001001237466,P,Male,NA,750,g,1,TD,NA
SRI,2014,BC,2014-08-06T00:00:00Z,1,12,FOX,989001000415627,N,Female,1,2.21,kg,3,SL,R
SRI,2014,BC,2014-08-07T00:00:00Z,2,1,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,2,FOX,4B0A031439,R2,Female,2,2.23,kg,2,SL,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,4,SKUNK,989001001237466,R2,Male,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,5,FOX,989001001238993,R2,Male,1,2.06,kg,2,TD,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,7,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,8,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,9,FOX,4A0D584D5D,P,Male,2,2.56,kg,3,TD,R
SRI,2014,BC,2014-08-07T00:00:00Z,2,10,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-07T00:00:00Z,2,12,FOX,989001000416103,N,Male,1,2.47,kg,4,TD,R
SRI,2014,BC,2014-08-08T00:00:00Z,3,1,FOX,989001000416103,R2,Male,1,2.53,kg,4,TD,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,3,SKUNK,989001001237613,P,Female,NA,460,g,4,SL,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,5,FOX,4B0A031439,R2,Female,2,2.24,kg,2,SL,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,6,FOX,989001001238993,R2,Male,1,2.02,kg,2,TD,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,7,FOX,4A0D584D5D,R2,Male,2,NA,NA,3,TD,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-08T00:00:00Z,3,12,FOX,989001000415627,R2,Female,1,2.27,kg,3,SL,NA
SRI,2014,BC,2014-08-09T00:00:00Z,4,1,FOX,989001000415627,R2,Female,1,2.2,kg,3,SL,NA
SRI,2014,BC,2014-08-09T00:00:00Z,4,2,FOX,982000149990599,R1,Male,1,2.66,kg,4,TD,R
SRI,2014,BC,2014-08-09T00:00:00Z,4,3,FOX,4A0D584D5D,R2,Male,2,2.35,kg,3,TD,NA
SRI,2014,BC,2014-08-09T00:00:00Z,4,4,FOX,982000163683564,P,Female,1,1.98,kg,2,SL,R
SRI,2014,BC,2014-08-09T00:00:00Z,4,5,FOX,989001001238993,R2,Male,1,2.01,kg,2,TD,NA
SRI,2014,BC,2014-08-09T00:00:00Z,4,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-09T00:00:00Z,4,7,SKUNK,982000163667784,P,Male,NA,830,g,2,TD,NA
SRI,2014,BC,2014-08-09T00:00:00Z,4,8,FOX,4B0A031439,R2,Female,2,2.22,kg,2,SL,NA
SRI,2014,BC,2014-08-09T00:00:00Z,4,9,FOX,4723756141,P,Female,4,2.12,kg,2,"NA",R
SRI,2014,BC,2014-08-09T00:00:00Z,4,10,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-09T00:00:00Z,4,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-09T00:00:00Z,4,12,FOX,989001000416103,R2,Male,1,2.45,kg,4,TD,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,1,FOX,989001000416103,R2,Male,1,NA,NA,4,TD,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,2,FOX,989001000416079,N,Male,0,1.33,kg,2,TD,N
SRI,2014,BC,2014-08-10T00:00:00Z,5,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,4,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,5,FOX,4B0A031439,R2,Female,2,2.24,kg,2,SL,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,6,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,7,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,8,FOX,989001001238993,R2,Male,1,NA,NA,2,TD,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,9,SKUNK,982000163667784,R2,Male,NA,830,g,NA,TD,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,10,FOX,4A0D584D5D,R2,Male,2,NA,NA,3,TD,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-10T00:00:00Z,5,12,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,1,FOX,4A0D584D5D,R2,Male,2,NA,NA,3,TD,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,2,FOX,982000149990599,R2,Male,1,2.61,kg,4,TD,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,4,SKUNK,989001001237613,R2,Female,NA,460,g,NA,SL,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,6,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,7,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,8,SKUNK,982000163667784,R2,Male,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,9,FOX,989001001238993,R2,Male,1,NA,NA,2,TD,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,10,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BC,2014-08-11T00:00:00Z,6,12,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,1,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,3,SKUNK,989001000415698,N,Female,NA,NA,NA,4,"NA",NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,4,SKUNK,982000153657804,P,Male,NA,710,g,2,TD,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,5,SKUNK,989001000415668,N,Female,NA,460,g,4,"NA",NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,6,SKUNK,989001001239372,P,Male,NA,560,g,2,TD,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,7,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,8,SKUNK,989001001239405,P,Male,NA,600,g,2,TD,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,10,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,11,FOX,4A5964151F,R1,Male,3,2.34,kg,NA,NA,NA
SRI,2014,BR,2014-08-06T00:00:00Z,1,12,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,1,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,4,SKUNK,982000153657804,R2,Male,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,5,SKUNK,989001000415648,N,Female,NA,460,g,4,"NA",NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,6,SKUNK,989001001239372,R2,Male,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,7,SKUNK,989001001239384,P,Female,NA,440,g,4,SL,NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,8,SKUNK,989001000415700,N,Female,NA,500,g,4,"NA",NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,9,FOX,982000167796125,R1,Male,1,2.17,kg,NA,TD,N
SRI,2014,BR,2014-08-07T00:00:00Z,2,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-07T00:00:00Z,2,11,FOX,989001000415764,R1,Female,0,1.27,kg,2,"NA",R
SRI,2014,BR,2014-08-07T00:00:00Z,2,12,FOX,982000167823212,R1,Male,1,2.26,kg,NA,TD,NA
SRI,2014,BR,2014-08-08T00:00:00Z,3,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-08T00:00:00Z,3,2,FOX,982000167796125,R2,Male,1,2.1,kg,NA,TD,R
SRI,2014,BR,2014-08-08T00:00:00Z,3,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-08T00:00:00Z,3,4,FOX,4A0D63336E,P,Male,2,2.86,kg,4,TD,R
SRI,2014,BR,2014-08-08T00:00:00Z,3,5,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-08T00:00:00Z,3,6,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-08T00:00:00Z,3,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-08T00:00:00Z,3,8,FOX,4A0E062159,P,Female,2,2.28,kg,2,SL,R
SRI,2014,BR,2014-08-08T00:00:00Z,3,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-08T00:00:00Z,3,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-08T00:00:00Z,3,11,FOX,4A5964151F,R2,Male,3,2.41,kg,NA,NA,N
SRI,2014,BR,2014-08-08T00:00:00Z,3,12,FOX,982000167823212,R2,Male,1,2.32,kg,NA,TD,R
SRI,2014,BR,2014-08-09T00:00:00Z,4,1,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,4,FOX,4A0E062159,R2,Female,2,2.24,kg,2,SL,NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,6,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,7,SKUNK,989001001239405,R2,Male,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,8,SKUNK,989001000416120,N,Female,NA,410,g,4,"NA",NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,9,FOX,989001000415764,R2,Female,0,1.27,kg,2,"NA",N
SRI,2014,BR,2014-08-09T00:00:00Z,4,10,SKUNK,989001000416060,N,Female,NA,440,g,5,"NA",NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,11,FOX,982000167796125,R2,Male,1,2.05,kg,NA,TD,NA
SRI,2014,BR,2014-08-09T00:00:00Z,4,12,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,1,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,4,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,5,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,6,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,7,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,8,SKUNK,982000163655715,P,Male,NA,630,g,2,TD,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,9,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,10,FOX,989001000415764,R2,Female,0,1.27,kg,2,"NA",NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-10T00:00:00Z,5,12,FOX,982000167823212,R2,Male,1,2.21,kg,NA,TD,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,1,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,4,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,7,FOX,4A0D63336E,R2,Male,2,2.89,kg,4,TD,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,8,SKUNK,982000153657804,R2,Male,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,9,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,10,SKUNK,989001000416077,N,Male,NA,550,g,3,TD,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,BR,2014-08-11T00:00:00Z,6,12,FOX,4A5964151F,R2,Male,3,2.39,kg,NA,NA,NA
SRI,2014,CC,2014-08-06T00:00:00Z,1,1,SKUNK,989001000415780,N,Female,NA,330,g,4,"NA",NA
SRI,2014,CC,2014-08-06T00:00:00Z,1,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-06T00:00:00Z,1,3,FOX,4A0A7B0F3B,P,Female,3,2.06,kg,2,"NA",R
SRI,2014,CC,2014-08-06T00:00:00Z,1,4,FOX,982000163661904,P,Male,2,2.19,kg,2,TD,R
SRI,2014,CC,2014-08-06T00:00:00Z,1,5,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-06T00:00:00Z,1,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-06T00:00:00Z,1,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-06T00:00:00Z,1,8,FOX,989001001239454,P,Male,2,2.04,kg,3,TD,R
SRI,2014,CC,2014-08-06T00:00:00Z,1,9,FOX,982000153678483,P,Female,2,1.63,kg,2,"NA",R
SRI,2014,CC,2014-08-06T00:00:00Z,1,10,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-06T00:00:00Z,1,11,SKUNK,989001000415810,N,Male,NA,630,g,4,TD,NA
SRI,2014,CC,2014-08-06T00:00:00Z,1,12,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,1,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,3,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,4,FOX,982000163661904,R2,Male,2,1.94,kg,2,TD,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,8,FOX,989001001239454,R2,Male,2,2.04,kg,3,TD,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,9,FOX,982000153678483,R2,Female,2,1.79,kg,2,"NA",NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,10,SKUNK,989001000415810,R2,Male,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-07T00:00:00Z,2,12,SKUNK,989001000415780,R2,Female,NA,370,g,NA,NA,NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,1,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,2,FOX,4A0A7B0F3B,R2,Female,3,2.04,kg,2,"NA",NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,4,FOX,982000153670486,P,Female,2,1.93,kg,2,"NA",R
SRI,2014,CC,2014-08-08T00:00:00Z,3,5,FOX,989001001239454,R2,Male,2,1.97,kg,3,TD,NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,6,FOX,982000153678483,R2,Female,2,1.66,kg,2,"NA",NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,7,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,8,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,11,FOX,982000163661904,R2,Male,2,2.08,kg,2,TD,NA
SRI,2014,CC,2014-08-08T00:00:00Z,3,12,SKUNK,989001000416071,N,Male,NA,720,g,NA,TD,NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,1,FOX,989001001237503,P,Male,2,2.28,kg,2,TD,R
SRI,2014,CC,2014-08-09T00:00:00Z,4,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,3,FOX,982000153670486,R2,Female,2,2.14,kg,2,"NA",NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,4,FOX,982000163661904,R2,Male,2,1.97,kg,2,TD,NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,5,SKUNK,989001000415810,R2,Male,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,6,FOX,989001001239454,R2,Male,2,1.88,kg,3,TD,NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,7,FOX,982000153678483,R2,Female,2,1.75,kg,2,"NA",NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,8,SKUNK,982000163662925,P,Male,NA,540,g,3,TD,NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,9,FOX,982000153678483,R2,Female,2,1.72,kg,2,"NA",NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,10,FOX,982000150016955,P,Male,2,1.94,kg,2,TD,R
SRI,2014,CC,2014-08-09T00:00:00Z,4,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-09T00:00:00Z,4,12,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,1,FOX,982000163661904,R2,Male,2,1.98,kg,2,TD,NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,3,FOX,4A0A7B0F3B,R2,Female,3,2.02,kg,2,"NA",NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,4,FOX,982000153670486,R2,Female,2,1.84,kg,2,"NA",NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,5,FOX,989001001239454,R2,Male,2,1.84,kg,3,TD,NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,6,FOX,982000153678483,R2,Female,2,1.83,kg,2,"NA",NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-10T00:00:00Z,5,12,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,1,FOX,4A0A7B0F3B,R2,Female,3,1.96,kg,2,"NA",NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,4,FOX,982000153670486,R2,Female,2,1.82,kg,2,"NA",NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,5,FOX,982000153678483,R2,Female,2,1.65,kg,2,"NA",NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,6,FOX,989001001239454,R2,Male,2,2.1,kg,3,TD,NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,10,FOX,982000163661904,R2,Male,2,2.04,kg,2,TD,NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,11,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CC,2014-08-11T00:00:00Z,6,12,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CP,2014-08-20T00:00:00Z,1,1,FOX,4B1D03604E,P,Female,3,2.02,kg,2,SL,R
SRI,2014,CP,2014-08-20T00:00:00Z,1,2,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CP,2014-08-20T00:00:00Z,1,3,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CP,2014-08-20T00:00:00Z,1,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CP,2014-08-20T00:00:00Z,1,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CP,2014-08-20T00:00:00Z,1,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRI,2014,CP,2014-08-20T00:00:00Z,1,7,FOX,989001001238958,P,Male,1,2.33,kg,2,TD,R
